Content,Url,Date
"Update: they have been very kind to send me a replacement and partial refund due to mine being broken. The shop is very communicative which I can appreciate. They are also very accommodating which is great. 



The chandelier is very flimsy. Pieces break easily, but they do provide extras. Also, the top attachment piece did not fit perfectly onto the legs, so we just had to put it on top and screw the light pieces on. Overall I’d give it a 1. This is just a cheap light fixture and the cord is flimsy as well. I also wanted the darker wood one, but apparently I ordered wrong and got the light shaded one.",-,2022-09-15T00:00:00.0000000Z
My pendant light is beautiful. It was easy to put together. Although I did not need the extra pieces I appreciated that they were included. Price was reasonable and it arrived quickly. The instructions were ok but watching the videos really helped.,-,2022-09-10T00:00:00.0000000Z
"Fabulous.  More beautiful than I hoped.  One of the ""blades"" had a tiny nick in it - but the artist/seller sent extras.  It wasn't even noticeable so I will save them in case we need them later.  It's everyone's favorite light in the house and my husband (who didn't think we needed a pendant at the entry inside our home) even came around. Difficult to put together if you just read instructions but VERY VERY EASY if you watch the video.  Probably 15 minutes - and I was being very careful because the wood is delicate.  Years ago I wanted a wood shade for a lamp in my home and had to get it custom-made ($650 US).  It was not this well designed, not this well-made, and didn't survive the move from that home.  If you like the look, buy this!!!",-,2022-09-08T00:00:00.0000000Z
"I have wanted to buy this fixture for years, and finally went for it. It shipped quickly, and made it to me in a matter of days. Assembly was extremely easy. It’s beautiful, and exactly what I was wanting.",-,2022-09-05T00:00:00.0000000Z
Beautiful lamp! Easy to put together (watch the video!). I worked with the owner to create a swag lamp with extra cord length. One of my favorite Etsy purchases!,-,2022-09-05T00:00:00.0000000Z
"This pendant light is beautiful. It looks perfect in our dining room… just the right size and fits in beautifully with our mid-century modern aesthetic. I couldn’t be happier with it.

It was not difficult to assemble nor to install.",-,2022-09-03T00:00:00.0000000Z
"Love this pendant light, it makes a cool shadow around the room. Super fast shipping to the US from Greece. Easy to put together, came with a hardwire kit that was very simple to install. The cord length is adjustable as well, but you need an Allen wrench to open the threading to adjust it to size. Added a dimmable Edison bulb and it replaced our ugly outdated chandelier, simply and affordably!",-,2022-09-02T00:00:00.0000000Z
"Looks just as pictured! No issues during the shipping process and arrived pretty quickly considering the origination point. Putting it together wasn't too difficult at all. All the pieces were accounted for and perfectly packaged, even came with instructions that included illustrations to follow. Also, there were 4 spare wood pieces just in case any were broken while attempting the assembly. Pleased customer!",-,2022-09-01T00:00:00.0000000Z
"I had some ""branch"" alignment issues with the chandelier, but Athanasios was very fast to help me and send what was needed to fix them.

Customer service is impeccable!

The assembled chandelier provides a magnificent light to the room and is simply majestic.

The paint on the cup is a bit textured which feels high-grade compared to some generic, glossy paint.

Beware: Europe wiring and system (blue/brown wires, E27 bulb socket).",-,2022-08-29T00:00:00.0000000Z
"The lamp goes together quick due to smart and efficient design. There are two extra fins in case you break one.  The instructions seem to imply an incorrect order to assembly process starting with Piece A first.  Once I figured out that pieces should snap to B first, it was very easy to set up.  The lamp is a nice blend of unique hand made quality but with precision engineering of its parts.",-,2022-08-28T00:00:00.0000000Z
"I bought the Fat Umbrella light shade in the default colour. It is very impressive and exactly how I expected it to look. 10mins to assemble, super easy!! Customer service and delivery time, spot on. Free delivery!. You guys are doing a great job. Thank you 😊",-,2022-08-27T00:00:00.0000000Z
"Beautiful product! The way the light hits the room is stunning. 
It came with easy instructions on how to put it all together. There were extra pieces included which was great because I did damage a few during assembly.",-,2022-08-26T00:00:00.0000000Z
"LOVE this chandelier! We have looked forever for the perfect mid century inspired piece and this was IT!! We can’t wait to hang it! Words of warning, it is easy to put together but the pieces are fragile. Take that into consideration when building. Great news, there were extra pieces. 

Shipping was SO FAST! Messages were also answered promptly. Customer service was great. We love it, thank you!",-,2022-08-19T00:00:00.0000000Z
"Beautiful, unique light fitting, very well made with great attention to detail. I am very happy with it, I wanted something a bit different and this fits the part for a very good price. Athanasios was very helpful when I needed his assistance and all in all I could not be more pleased. Thank you!",-,2022-08-15T00:00:00.0000000Z
The light fixture is going to be perfect for the space and design and is exactly what I was hoping for.  DEZAART has been a great team to work with.  They clearly take great pride and care in their products and in their customer service.  Highly recommend and I will follow them to be sure I don't miss a new product.,-,2022-08-05T00:00:00.0000000Z
The lamp was well packaged. It was easy to put together and hang. The video was helpful with the assembly.  We got it hung without any issues. I would highly recommend this product.,-,2022-07-20T00:00:00.0000000Z
"It's good, but I'm not that happy with it. This might be due to my poor assembly of the item. It's hard to align the slats flush, and it looks like it sits skewed against the roof.",-,2022-08-08T00:00:00.0000000Z
"The quality of the ""wood"" is suspect at best ... I thought, looking at the photos, that the wood was real bamboo or another light ""real wood"" product ... this thing looks and feels ..... ummmmm, not right.  A little cheap looking, nice design, but doesn't have the ""quality wood texture"" look and feel ...",-,2022-07-23T00:00:00.0000000Z
"The light fixture came so quickly, and is exactly what we wanted for our dining room. It was very easy to assemble. Can’t wait to enjoy it when we sit down for dinner tomorrow!",-,2022-07-05T00:00:00.0000000Z
"Really cool light! Assembly was simple, install was a little challenging based on the type of mounting hardware that was provided, but I got it done pretty quickly nonetheless. Really a pretty fixture and quite unique.",-,2022-07-05T00:00:00.0000000Z
"When you take it out of the box, you might be overwhelmed, but actually, it’s very easy to put together. As a warning, you need to be careful when putting it together, the pieces are somewhat delicate. If you are worried, go to the YouTube video and watch it before you start assembling the pieces.",-,2022-07-02T00:00:00.0000000Z
"I love my new dining room light!

I have bought unusual lighting for our farm. It's a really good way to up your look.

I have kept with 2 themes, industrial (before it was trending) & wood. Yes I stole the wood idea from a forest. 😁 Lol

I was so excited when it arrived and delivery was surpisingly quick. Putting it together is not difficult (think Tetris). There was one part that was wrong and they gave me options on how to fix it. I have patience, so I said I would wait for the new part.

It was even quicker! The light is now up and it looks super! It almost matches the wood on our ceiling.

I couldn't be happier, both with my new light &, especially, the post-purchase customer care.

I will be a repeat customer when I need to replace our basement lighting. It's all florescent lighting down there! Eeep! Thank you do much.",-,2022-06-14T00:00:00.0000000Z
"This is a full on DIY project with a lot of assembly required. At the end, it looks really good, but can be frustrating. Be very careful, because the wooden frame and ""legs"" are extremely delicate and easy to snap.",-,2022-06-11T00:00:00.0000000Z
"Absolutely love it! Love the light that comes out, very cool design. Super simple to put it together. Although the wood does have a slight smell right out of the box but that went away after a few days.",-,2022-06-08T00:00:00.0000000Z
I couldn’t be more happy with my lighting. I just wish I needed more lights so I could buy more kits from this vendor. The instructional video was incredible and spot on: you need to hear that click to know it is locked in place. Assembled both lights without any pieces breaking. I just sit back in awe every night looking at these beautiful pendant lights.,-,2022-06-06T00:00:00.0000000Z
absolutely stunning! shipped was pretty quick and installation was kind of a pain that was mostly due to human error on our part. it was easy to put together and i appreciated that they included two extra pieces just in case (we ended up needing one! oops!),-,2022-06-05T00:00:00.0000000Z
"The shop owner, Thanos, is amazing! We had an issue with the cord/cap, he responded immediately and is replacing the entire piece.  This shop has gone above and beyond to ensure we are happy, while delivering quality and unique pendants! I will definitely be ordering from here again.",-,2022-06-03T00:00:00.0000000Z
These lamps are so cool! Everyone asks about it and it is a focal point of the room. The shadows it makes on the wall are very nice also. I highly recommend this product and shop.,-,2022-05-31T00:00:00.0000000Z
"Really cool chandelier! Pretty easy to put together. I LOVED that he sent along extra parts and I needed one, so I was grateful for that. Smart looking. Highly recommend. I got the smaller size and it was perfect above my 6 seater wooden kitchen table.",-,2022-05-30T00:00:00.0000000Z
Such a cool design that really transforms the space. The only reason I am giving it 4 stars is I did not realize the color of the wood changed to a lighter shade. It still looks nice but it did catch me off guard.,-,2022-05-24T00:00:00.0000000Z
"Beautiful lamp but so fragile, a part broke during assembly and one of the two replacement parts was broken. The company quickly responded and spare parts were sent free of charge. I liked the editing aspect by myself, it increased our degree of satisfaction.",-,2022-05-30T00:00:00.0000000Z
"Beautiful chandelier light. Easy to mount and includes additional spare parts in case some get broken during the mounting.
Team is very professional and contacted me to make sure i ordered the right ceiling plate as I had 2 lights with different ceiling plate colors. 
Five stars!",-,2022-05-22T00:00:00.0000000Z
"I’d been scouring the internet intensely trying to find a light fixture that was cool, unique, and not aggressively expensive. I found it here!

Shipping: they shipped within a day of my order, and it arrived fairly quickly!

Quality: it is much lighter (as in weight) than I anticipated, which is fine- I’d rather not have something heavy dangling from my ceiling. The  wood pieces look beautiful quality. One of the pieces did arrive unglued, but they provided an extra or two so this wasn’t an issue. I ordered the black base, which looks very sleek and you can adjust length to your liking. 

Assembly: my husband put it together, but it seemed to be fairly easy. There is a center piece that has cutouts and each slat fits right in. It’s actually a pretty cool design!",-,2022-05-20T00:00:00.0000000Z
"It’s a very attractive light - love the way light is thrown on the walls. However, the directions for assembly and installation are not great. This required a lot of effort to install (separate ground wire for US).",-,2022-05-11T00:00:00.0000000Z
"Exactly what I wanted! Fairly easy to install (minus my own home issues getting it level). Also, so glad they sent two extra pieces because one broke trying to put it together. I’ve had nothing but compliments on this piece!!",-,2022-05-08T00:00:00.0000000Z
"Fast shipping, and while I haven't put this together yet, the packaging was thoughtful and the pieces look well made. Looking forward to using this beautiful pendant and love that it came from this small business in Greece instead of a big box store:)",-,2022-05-07T00:00:00.0000000Z
"This order arrived way quicker than expected which was a pleasant surprise.
  This is not installed yet but I am so excited to install it in a newly renovated space. I love the light - you will too!",-,2022-05-02T00:00:00.0000000Z
"The light was quite easy to put together once I watched the video and tried a few pieces. It's a touch fragile- In moving it to the carton where I needed to store it until the electrician could install , I knocked it against my table and one of the pieces broke. Thank goodness you include a couple spares!  I feel like it is a 2 person job for one to hold the fixture (mine is a larger version) while the other hangs it up, measures the length of cord etc.  BUT - it is very cool looking!! Take some time with hanging and then once it is up you don't need to touch it again! I think it is overall a great MCM vibe putchase!",-,2022-04-28T00:00:00.0000000Z
"I cannot say enough!! We were blown away by every aspect of the purchase.. from customer service, to shipping (arrived in 7 days), and the final product.. it is STUNNING and absolutely perfect!! Will be making another purchase!",-,2022-04-23T00:00:00.0000000Z
"Already when plugged together, some of the parts are broken off. The supplied spare parts (so one probably already assumes a certain shrinkage...) have not been enough until hanging. The lamp holder could not be mounted either. Helped in all possible places with a lot of mounting glue, we now get them hung. Therefore, two stars for the basic optics. But I can't and wouldn't 🙈 buy them again",-,2022-05-09T00:00:00.0000000Z
"Beautiful fixture, was a bit frustrating to put together but worked out once I figured out how to get the top circle B on circle A with some force. Wasn't able to make the light fixture work with my existing junction box, so I took the pendant and put it on a pendant fitter from Lowe's. Turned out well. Thank you.",-,2022-04-06T00:00:00.0000000Z
"I highly recommend this company.  Great product and great service!
I couldn’t wait any longer to have the light put up.  I’d intended to decorate first but that can wait! Haha
Love, love, love it!  Thank you!! :)",-,2022-04-06T00:00:00.0000000Z
"I bought the larger wood pendant light and am very pleased with it. We placed it with my mid century modern Lane dining room set, and it is perfect. Once we put the larger round bulb in, it really came to life. Very cool.",-,2022-04-03T00:00:00.0000000Z
"Light is beautiful! As other reviewers have said, the colour was a little different in person than expected but doesn’t bother me! Provided good installation instructions with multiple options depending on your situation. Very happy with my purchase",-,2022-03-27T00:00:00.0000000Z
Seller responded to all questions in an appropriate amount of time. Sent a longer cord on request. Wish the metal finishes could have been a different tone (they are gold). Also the finish/tone of the wood is lighter than expected but using an amber colored bulb helps. It’s a beautiful light fixture.,-,2022-03-22T00:00:00.0000000Z
"The item itself is very good quality, and great craftsmanship. I originally had an issue with the color not being the same, but the seller has resolved the issue and is replacing my chandelier. Super fast customer service and very generous!",-,2022-03-21T00:00:00.0000000Z
"This is a beautiful, well-crafted item. Unfortunately, the tone of the wood is much paler than in the picture which makes it too pale for where I'd hoped to use it.  I'm now trying to decide if I want to take it apart to paint it.

Beautifully designed.",-,2022-03-21T00:00:00.0000000Z
"5 stars from me, 4 stars from my husband who installed it. Assembly was easy, (I watched the video first and it’s super intuitive) and I didn’t have to use the extra pieces they sent. The seller accommodated my request for a longer cord, which was a huge help with our vaulted ceilings. It is a little tricky to get it to hang completely level and the hardware sent for connecting the bulb to the wood pieces didn’t seem quite right. We improvised and made it work, but that’s why the 4 stars from my husband! All that said, the piece is beautiful and I love the style. It’s perfect for over our dining table.",-,2022-03-19T00:00:00.0000000Z
Great communication regarding shipping details. It arrived in perfect condition and was easy to put together. Took me a bit to get it installed as I needed to paint my room/ceiling first. Now it's up. Looks amazing and I get tons of compliments.,-,2022-03-17T00:00:00.0000000Z
"I was really pleased with this light. It's definitely a different material than I was expecting. I was imagining solid wood but that was my own problem, the material and appearance are perfect!",-,2022-03-17T00:00:00.0000000Z
"It is really lovely. And the wood smells so good! Unexpected benefit. 

My 17yo put it together for me and said it was pretty easy to assemble. 

We did not use the hardware to attach the light to the ceiling/connect to a fixture. We just used a plug in pendant light and clamped the cord so it would stay in place. 

I ordered a GE Vintage G40 Globe LED Light Bulb, 60-Watt Replacement, Amber Finish Edison Bulb, Dimmable, from Amazon and it looks great.",-,2022-03-14T00:00:00.0000000Z
"Light was even more beautiful in person. Great price for the size and statement piece you get. Unfortunately the cord provided was faulty and needed to be replaced. Luckily it was cheap and easy to do so, but was a slight inconvenience. Overall still very happy.",-,2022-03-03T00:00:00.0000000Z
"Just as described. Love it! ( It is very fragile. I was grateful for the extra pieces that were included because I broke two pieces when I was putting it together.) 
 Very fast shipping! The light looks great.",-,2022-03-02T00:00:00.0000000Z
"Lovely lamp, outstanding customer service. Couple of items to mention. The colour of the wood was lighter than the picture if honest. Also the ceiling rose was different colour to lamp wood however the seller shipped another immediately and without question. We’ve had several friend comment how lovely it is.",-,2022-02-24T00:00:00.0000000Z
"Stunning designed lampshade, very well made, easy to assemble, lovely finishing. Looks amazing in the room. Very impressed with excellent customer service, quick response, polite and kept me updated throughout all the steps. I would totally recommend to my friends and family to buy from this amazing designer. Thank you. I wish you all the best in the future.",-,2022-02-15T00:00:00.0000000Z
The piece is great and I get a lot of compliments on it. It is very delicate though. Its a good thing they sent two extra pieces because two broke while assembling. But other than that I really love it.,-,2022-02-14T00:00:00.0000000Z
"Good quality, exactly what we wanted. Looks gorgeous in our house. Comes with a strong wood smell but can air out in a day or so. Youtube instructions were very helpful. The electrical part was a bit tricky when it came to the grounding wire but overall, 100% satisfied with the finished product!",-,2022-02-11T00:00:00.0000000Z
"Sad to say I'm very disappointed. 
First delivery was way longer than expected, then the colour was different than what I ordered and it arrived all broken. Be careful with the taxes they didn't warn me about..
They look nice but quality is very very poor. It feels like its going to break at every move...",-,2022-02-11T00:00:00.0000000Z
"I like the looks etc., but the lamp seems very fragile.  The fins are made of MDF (which is stated in the description) and the small tab at the end breaks easily.  It's going to be difficult to clean it.  Maybe a feather duster will be okay.

It matched the description.
Considering the price, it is okay.  It looks really good!",-,2022-02-07T00:00:00.0000000Z
